id,filename,path,disk,mime_type,extension,checksum,size,width,height,type,alt,caption,thumbnail_path,webp_path,variant_paths,created_at,updated_at
1,aklim_almiyor.jpg,media/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.jpg,public,image/jpeg,jpg,4bc64807d4149b02122ad449d7770fc37842defec37d04e8b6f0dd7c43165dba,52563,1920,1080,1,,,media/thumbs/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.webp,media/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.webp,"{""lg"": ""media/lg/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.webp"", ""md"": ""media/md/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.webp"", ""sm"": ""media/sm/covers/294bc7d9-9b87-44f1-a076-0ea2395014b2.webp""}","2026-04-16 13:10:47","2026-04-16 13:10:48"
2,23-Nisan-2026_Blog.jpg,media/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.jpg,public,image/jpeg,jpg,e20f8291672987ca157141a78dceafc8af8c2e26e3b55200e7f8a48437f3041d,371660,1920,1080,1,,,media/thumbs/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.webp,media/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.webp,"{""lg"": ""media/lg/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.webp"", ""md"": ""media/md/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.webp"", ""sm"": ""media/sm/covers/1fb34b0a-02ed-4ea0-be45-b97a2abcf07a.webp""}","2026-04-23 19:21:54","2026-04-23 19:21:55"
