id,name,created_at,updated_at
1,"A Rh+","2026-04-02 01:39:31","2026-04-02 01:39:31"
2,"A Rh-","2026-04-02 01:39:31","2026-04-02 01:39:31"
3,"B Rh+","2026-04-02 01:39:31","2026-04-02 01:39:31"
4,"B Rh-","2026-04-02 01:39:31","2026-04-02 01:39:31"
5,"AB Rh+","2026-04-02 01:39:31","2026-04-02 01:39:31"
6,"AB Rh-","2026-04-02 01:39:31","2026-04-02 01:39:31"
7,"0 Rh+","2026-04-02 01:39:31","2026-04-02 01:39:31"
8,"0 Rh-","2026-04-02 01:39:31","2026-04-02 01:39:31"
