id,name,created_at,updated_at
1,Toplanti,"2026-04-02 01:39:32","2026-04-02 01:39:32"
2,Telefon,"2026-04-02 01:39:32","2026-04-02 01:39:32"
3,E-posta,"2026-04-02 01:39:32","2026-04-02 01:39:32"
4,Diger,"2026-04-02 01:39:32","2026-04-02 01:39:32"
5,"Legacy Type 5","2026-04-02 01:39:42","2026-04-02 01:39:42"
